index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
6942,2,3,8,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,1,0,0
1367,4,2,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
7803,3,0,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,0,0
729,2,0,7,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,1,5,6
5933,2,3,8,1,2,2,1,1,8,0,0,3,3,7,7,0,2,1,5,0,4,6
4931,3,0,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,5,0
5060,3,2,5,0,6,2,0,0,9,0,6,3,3,7,6,0,2,2,1,7,1,5
3310,3,3,0,1,8,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
3454,3,2,7,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1
2253,2,3,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,0
4061,4,2,0,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,1
4098,2,2,9,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,5,0,5,0
2941,3,0,3,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,1,4,6
8023,2,3,0,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,0,0
4999,2,0,8,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,1,3,0
1782,2,3,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,2
4989,2,3,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,0
2107,3,3,7,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,1
425,2,3,3,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,0,3,0
7491,3,0,7,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,0,4,6
2468,4,3,8,1,6,2,1,0,7,0,6,3,3,7,7,0,2,2,5,7,3,0
1838,3,2,0,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,0,5,6
6660,2,0,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,3,0
582,2,3,7,1,4,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,3
5532,3,3,7,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,3
594,3,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,3
7183,2,3,7,1,3,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,6
57,2,2,3,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,5,3
4288,2,2,7,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,0,4,6
1727,2,2,3,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,0,5,6
1656,3,2,3,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,1,5,6
3155,3,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,5,3
2078,2,0,9,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,5,0
3998,3,2,3,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,5,6
3073,2,0,3,1,2,2,1,1,8,0,0,3,3,7,7,0,2,1,5,0,4,6
3687,2,0,3,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,1,0,0
3056,3,0,9,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,4,6
3542,2,3,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,4
7638,3,0,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,6
2553,2,3,7,1,3,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3
7107,4,2,0,1,8,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,6
5277,3,2,7,1,4,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6
7808,3,3,0,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,3,0
2879,2,0,7,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,1,5,6
6637,4,3,7,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1
3237,3,2,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,3
3110,3,2,7,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6
5689,2,3,8,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,0,0,0
6747,3,0,9,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,4,3
4395,3,2,7,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,4,6
1664,2,3,8,0,1,2,1,1,1,1,0,3,3,7,7,0,2,1,5,1,4,6
7919,3,0,0,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,1,5,6
2875,2,2,0,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,1,5,6
1876,3,2,0,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,0,5,6
1280,2,3,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,3,4
465,2,2,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,0
4221,3,3,8,0,4,2,0,0,7,1,0,0,0,7,7,0,2,1,5,3,4,4
6872,0,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,0
7874,2,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,3,2
905,2,2,7,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,0,4,6
406,4,3,0,1,4,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,6
8009,3,3,3,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,3,0
7022,2,0,3,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,5,0
4359,3,0,0,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,1,4,6
452,3,3,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,3,0
8114,3,3,3,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,0,3,0
1441,2,2,9,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,4,6
6705,2,2,7,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
6090,2,0,7,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,0,4,6
4516,0,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,1,1,1
3763,4,0,0,1,6,2,1,1,10,0,0,0,3,7,0,0,2,1,1,7,4,1
5,2,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,3,0
7746,2,3,0,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1
6863,2,0,3,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,5,6
7889,2,0,0,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,4,6
1469,2,2,0,1,4,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,1
6631,3,3,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,4,0
3235,2,0,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,0,0
4361,2,0,3,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,0,4,6
1737,3,3,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
1703,3,0,9,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,5,3
6277,3,2,9,1,4,2,0,0,7,0,0,2,2,5,0,0,2,1,3,3,5,0
3350,3,3,0,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,0,3,0
925,3,3,8,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,1,0,0
3976,4,0,2,1,6,2,1,1,10,0,0,0,0,7,0,0,2,1,1,7,4,1
3466,0,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,1,1,5,1,4,1
550,3,3,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,3,4
5702,2,0,3,0,6,2,0,0,1,1,0,3,3,7,5,0,2,1,5,0,4,6
8078,2,0,8,1,2,2,0,1,4,0,0,3,3,7,7,0,2,1,5,1,4,6
6211,2,3,8,0,4,2,0,0,7,1,0,0,3,7,7,0,2,1,5,3,3,0
2829,3,0,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,4,0
2438,2,2,0,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,6
5903,3,2,3,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,0,5,6
1230,2,2,3,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,5,0
4246,3,2,0,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
4794,0,3,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,0
1224,2,3,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,3,4
2897,2,2,3,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,4,6
7927,2,3,7,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,3
7591,2,3,0,1,3,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6
2604,2,3,8,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,0,3,0
1870,4,3,0,1,3,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1
4586,3,2,7,1,4,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
7693,2,0,5,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,0,3,6
1955,0,2,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,2
7368,3,0,8,0,1,2,1,1,1,1,0,3,3,7,7,0,2,1,5,1,4,6
3100,3,2,6,1,6,2,0,1,3,0,6,3,0,7,7,0,2,1,2,3,4,6
5203,3,0,3,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,3
3084,3,0,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,0
3641,4,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6
6668,2,2,7,0,6,2,0,0,10,1,0,3,3,7,7,0,2,1,5,0,5,6
7214,2,3,0,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,6
1705,2,3,3,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,0,0,0
5231,0,3,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,2
2583,3,0,3,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,0
7915,2,2,7,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,1,5,6
1017,2,2,9,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,4,0
2625,3,2,7,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,5,6
266,2,2,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,6
7466,0,3,8,1,6,2,1,0,7,0,6,2,2,7,7,0,2,2,5,7,3,0
3515,4,3,8,1,6,2,1,0,4,0,6,2,2,7,7,0,2,2,5,7,3,0
2512,0,0,8,1,6,2,1,0,10,0,6,2,2,7,7,0,2,2,5,7,2,0
2849,0,0,3,1,6,2,1,0,7,0,6,2,3,7,7,0,2,2,5,7,3,0
5443,2,0,3,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,5,4
5216,5,0,3,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,5,0,4,4
1427,2,2,3,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,5,0
2672,4,3,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,1
5500,2,2,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,4,0
238,3,2,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,4,0
7048,2,0,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6
7593,2,0,3,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,0,5,6
3701,2,3,7,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3
7583,3,2,0,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,1,5,6
415,2,2,7,1,4,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
6150,3,0,3,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,0,3,0
7648,3,3,8,0,4,2,0,0,3,1,0,0,3,7,7,0,2,1,5,3,4,0
8031,2,0,9,0,0,2,1,1,10,1,0,3,3,7,7,0,2,1,5,6,4,6
3884,3,2,0,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,1,5,6
568,3,0,3,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,5,3
3901,4,2,7,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3
4478,2,3,7,1,8,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,1
7070,2,2,6,1,6,2,0,1,10,0,6,3,0,7,7,0,2,1,2,3,5,6
7857,2,0,3,1,6,2,1,0,7,0,6,3,3,7,7,0,2,2,5,7,2,0
4622,3,2,3,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,4,6
7343,3,2,8,1,6,2,0,1,10,0,6,3,0,7,7,0,2,1,2,3,4,6
3755,2,0,7,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,0,4,6
5955,3,3,1,0,4,2,0,0,10,1,0,3,3,7,7,0,2,1,5,3,3,0
6592,4,3,7,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3
760,3,2,0,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,0,5,6
1559,3,0,0,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,0,0
7720,2,0,3,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,3
1144,3,2,9,0,0,2,0,0,7,0,5,3,1,7,7,0,2,1,5,1,5,3
241,2,0,7,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,0,4,6
3665,4,2,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,6
2342,3,2,7,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,6
8102,2,3,3,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,1,0,0
5783,2,0,8,0,0,2,1,1,7,1,0,3,3,7,7,0,2,1,5,6,4,6
7536,2,2,3,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,0,5,6
3019,2,2,0,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
819,2,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,3,2
943,3,0,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,5,3
7291,3,3,5,0,6,2,0,0,10,0,6,3,3,7,6,0,2,2,1,7,1,5
977,3,0,3,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,0,5,6
2195,3,0,9,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,3
3047,2,0,0,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,0,5,6
1805,2,0,9,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,4,0
7325,3,2,9,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,5,6
215,2,2,0,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,4,6
355,3,3,0,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
357,4,3,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,3
3727,4,0,8,1,6,2,1,0,7,0,6,2,2,7,7,0,2,2,5,7,3,0
6953,3,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,6
4321,0,2,0,1,6,2,0,0,10,0,0,1,1,0,0,0,2,2,5,7,5,6
4597,2,2,0,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,1,5,6
3089,2,3,7,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,1
3534,2,3,0,1,3,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,3
6618,3,0,3,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,0,4,6
5000,3,0,3,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,4,0
3405,2,2,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,0
1981,2,3,0,1,3,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,6
2134,2,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,2,0
6620,2,2,3,1,4,2,0,0,4,0,0,2,2,1,1,0,2,1,3,3,5,6
5878,4,2,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,1
3147,2,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,0
466,3,0,3,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,0
3189,0,3,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,2
2074,3,3,0,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,3
6232,2,3,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,2,0
7099,3,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,1,4,1
6191,3,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,1,1,5,1,4,1
4415,2,2,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,1
3396,2,0,3,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,1,5,6
1316,3,2,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,4,3
7482,2,0,9,1,4,2,0,0,4,0,0,2,2,1,1,0,2,1,3,3,4,6
743,2,2,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,1
7108,2,0,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,1,5,6
3440,2,0,3,0,6,2,0,0,7,1,0,3,3,5,5,0,2,1,5,0,5,6
3609,2,0,9,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,4,6
4611,2,2,7,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
3493,3,2,9,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,5,6
6163,2,2,3,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,1,5,6
7146,2,3,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,0,0
6187,2,2,9,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,5,1,5,0
3686,3,3,7,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,6
1667,3,3,8,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,4,0
7589,3,3,7,1,8,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,3
1318,3,3,3,0,4,2,0,0,10,1,0,3,3,7,7,0,2,1,5,3,4,4
6072,3,0,0,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,3,0
5480,2,2,0,0,6,2,0,0,7,1,0,3,3,5,5,0,2,1,5,1,5,6
6509,3,3,7,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
7293,3,2,7,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3
4364,3,2,0,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
7265,2,2,3,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,5,0
5601,3,0,3,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,4,3
6020,2,3,3,0,4,2,0,0,7,1,0,0,0,7,7,0,2,1,5,3,4,0
1506,2,0,0,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,1,4,6
1258,3,3,7,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
6513,4,2,0,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,3
4178,2,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,0
4274,2,0,3,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,3,0
1311,2,0,3,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,0,4,6
2510,2,3,3,0,4,2,0,0,7,1,0,3,3,7,7,0,2,1,5,3,4,0
5073,2,2,0,1,3,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1
6696,4,3,0,1,3,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3
5730,2,3,0,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,0,0,0
1529,3,2,0,1,6,2,1,1,10,0,0,0,0,7,0,0,2,1,1,7,4,1
3460,3,2,3,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,1,5,6
890,3,0,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,3,0
7139,3,3,8,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,0,3,0
5077,3,3,7,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,6
3647,3,3,7,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,3
1074,3,2,9,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,4,3
5490,2,2,7,1,4,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,6
7861,2,0,8,1,2,2,1,1,8,0,0,3,3,7,7,0,2,1,5,1,4,6
3702,3,2,0,1,8,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1
2207,0,2,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,3,0
5239,2,2,3,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,5,3
5521,2,3,7,1,8,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1
5565,2,0,0,0,6,2,0,0,1,1,0,3,3,3,7,0,2,1,5,0,5,6
7224,4,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,0,1,5,2,4,1
2109,4,3,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,3
1331,4,3,0,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,6
34,2,0,7,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,1,5,6
2713,0,3,8,1,6,2,1,0,7,0,6,2,2,7,7,0,2,2,5,7,2,0
3889,4,2,7,0,6,2,0,0,10,0,6,3,3,6,7,0,2,2,1,7,1,5
5745,4,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,8,4,1
3923,2,0,5,1,2,2,0,1,4,0,0,3,3,7,7,0,2,1,5,1,3,6
5478,2,0,3,1,4,2,0,0,4,0,0,2,2,1,1,0,2,1,3,3,5,0
7344,3,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
88,0,3,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,3,2
7780,2,0,0,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,0,3,0
1428,2,0,8,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,0,0,0
3516,0,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,0,1,5,1,4,1
5889,2,0,7,0,6,2,0,0,1,1,0,3,3,7,5,0,2,1,5,0,5,6
3550,2,0,8,1,6,2,1,0,10,0,6,2,2,7,7,0,2,2,5,7,3,0
4294,2,0,3,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,0,3,0
2641,0,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,0
1925,4,3,0,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
7232,4,3,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1
7882,2,2,0,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,0,4,0
649,2,2,9,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,5,0,5,0
2278,0,3,5,0,6,2,0,0,5,0,0,3,3,7,7,0,2,2,5,4,4,2
1918,2,0,7,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,1,5,6
2767,3,2,3,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,6
3886,2,3,0,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,1
2530,3,0,3,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,3,0
321,0,2,9,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,2
2670,2,0,7,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,1,4,6
5143,4,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,8,4,1
2390,4,2,7,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,3
4002,2,0,8,1,2,2,1,1,1,0,0,3,3,7,7,0,2,1,5,1,4,6
7313,2,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,2
320,3,3,3,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,0,0,0
1271,2,2,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
388,4,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
1748,2,2,9,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,0
8006,3,0,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,0,0
2633,3,2,0,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,1,4,6
6386,3,0,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,0
3394,2,3,3,1,2,2,0,1,7,0,0,3,3,7,7,0,2,1,5,0,4,6
956,2,0,0,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,0,0
6410,2,0,9,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,4,6
6346,3,2,0,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
6636,2,2,7,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,6
7342,3,2,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6
970,2,0,9,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,5,0
6798,4,3,8,1,6,2,1,0,7,0,6,2,3,7,7,0,2,2,5,7,2,0
378,2,0,3,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,0,5,6
0,2,3,8,0,4,2,0,0,3,1,0,0,3,7,7,0,2,1,5,3,4,0
6292,3,0,7,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,0,5,6
3553,3,2,1,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,0
5084,2,3,8,1,2,2,0,1,4,0,0,3,3,7,7,0,2,1,5,0,4,6
3352,3,2,0,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,0,4,6
1030,3,2,7,1,3,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1
4282,4,3,3,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,2,0
3429,3,2,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3
4463,3,3,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,6
